student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s11741,geography,rise security yes.,2024-10-17,done,a+,unknown
s02569,math,choice us.,2025-02-04,done,f,yes
s11089,history,test size.,2024-12-25,not done,b,unknown
s04526,history,job impact.,2024-11-21,done,c,yes
s11842,math,development.,2025-01-20,pending,a,yes
s03481,history,performance eye.,2024-12-31,done,a,unknown
s04045,arabic,ok various.,2024-12-09,not done,a,yes
s04580,science,ground perform firm meeting.,2024-10-06,done,c-,unknown
s11316,history,see.,2024-12-14,done,c-,no
s09232,geography,feel concern opportunity.,2024-12-09,not done,c-,yes
s03999,arabic,half continue fish.,2024-12-17,done,b-,unknown
s11234,geography,seek note a.,2024-12-09,not done,d,no
s03452,english,attack chair voice.,2024-12-08,not done,f,no
s09636,geography,remain here participant.,2024-10-05,not done,f,no
s09577,arabic,professor ground.,2024-12-09,not done,b,yes
s03242,arabic,own despite.,2024-12-09,not done,a+,yes
s00963,english,partner provide.,2024-11-02,done,b-,unknown
s07038,geography,minute recently impact.,2024-12-03,done,f,yes
s07962,english,place every idea operation.,2024-09-28,not done,a,unknown
s02026,history,agent public.,2025-02-06,done,f,yes
s01616,english,action hard.,2025-02-09,pending,a+,yes
s06309,math,left.,2025-01-25,not done,b,yes
s04172,math,section move.,2024-09-13,not done,b,unknown
s07680,geography,environmental.,2024-10-28,pending,c-,no
s05298,history,project citizen.,2024-12-09,not done,a,no
s07765,geography,better audience responsibility detail.,2024-12-09,not done,a,no
s00460,english,trouble former.,2025-03-06,pending,a+,no
s09136,science,stage imagine discuss.,2024-12-09,not done,b-,unknown
s11239,science,method.,2024-12-09,not done,d,yes
s08832,math,she.,2025-02-05,not done,f,yes
s06242,history,official three west.,2024-11-25,not done,a,no
s04831,arabic,hope toward.,2024-09-16,done,c-,unknown
s08039,english,image thank key.,2024-10-14,not done,c-,unknown
s05835,arabic,year person attack.,2024-12-09,done,f,no
s03394,english,to one.,2025-01-27,done,a+,unknown
s06292,math,hold dinner air allow.,2024-11-07,done,b-,yes
s04737,geography,call follow finally.,2024-10-27,done,c,yes
s08735,science,wait toward everybody.,2024-12-09,done,c-,yes
s04497,arabic,happy artist them.,2024-10-19,done,b,yes
s02525,geography,particularly policy.,2024-09-27,not done,b-,no
s00897,geography,dark avoid success.,2024-09-20,done,b-,no
s02797,geography,foreign more true.,2025-03-09,pending,f,no
s01685,geography,drop century national.,2024-10-04,done,a,yes
s08965,english,challenge for could.,2024-12-09,not done,a,unknown
s05447,science,with section new.,2024-12-12,done,c,yes
s03721,history,ever director.,2025-01-30,not done,c-,no
s02896,math,available your.,2025-03-05,done,f,yes
s03596,math,third feel read.,2024-10-01,pending,c,yes
s06804,geography,seek world last.,2024-12-09,not done,c-,no
s03039,english,avoid modern.,2024-12-09,done,b-,no
s01978,english,world they.,2025-01-28,done,a+,unknown
s10294,english,decision station air discover.,2024-12-17,done,d,yes
s10467,math,seven opportunity.,2024-10-27,done,c,yes
s07430,history,third weight.,2024-11-26,not done,c-,unknown
s09923,geography,per our character.,2025-02-10,pending,c-,no
s01991,math,course.,2024-12-09,done,f,no
s01741,arabic,learn imagine.,2024-10-24,not done,f,no
s02631,english,another class home.,2025-01-21,done,d,no
s10329,math,build in.,2025-02-15,done,f,unknown
s08151,math,how rate.,2024-10-17,not done,d,yes
s04950,english,interest guess series.,2024-11-20,not done,f,unknown
s07866,history,where coach.,2024-12-09,done,b-,yes
s10220,math,behind around cause together.,2025-01-08,done,f,yes
s04722,history,knowledge democrat teacher where.,2024-09-16,done,c,unknown
s01922,history,control star team thus.,2024-10-17,not done,d,unknown
s06014,math,live during.,2024-10-15,done,b-,unknown
s10851,english,nice true.,2024-11-12,pending,f,unknown
s04849,math,too fund second.,2024-12-09,done,d,no
s09392,science,none few time.,2024-12-09,done,b-,unknown
s06071,arabic,each.,2024-12-09,pending,a,yes
s01243,science,site become.,2025-01-26,not done,f,yes
s05433,arabic,red response subject.,2024-12-03,done,f,unknown
s09446,math,expect reach.,2024-12-09,not done,c-,no
s09269,history,wish challenge.,2024-12-09,done,b-,no
s03417,english,management million account yard.,2024-12-05,done,a,no
s06962,geography,because cost.,2024-12-09,not done,c-,no
s12039,geography,easy world home.,2025-01-14,done,b,no
s07400,geography,pressure finish expert.,2024-12-23,not done,a,unknown
s11658,history,republican simple.,2025-02-15,not done,c-,unknown
s03334,history,level throughout.,2025-02-19,done,c,unknown
s06404,arabic,month little.,2024-12-24,done,a+,no
s10452,science,room according write.,2024-09-28,done,c,yes
s02125,math,four them hear.,2024-09-08,pending,d,no
s05494,arabic,listen fill.,2025-01-14,done,d,unknown
s03286,history,imagine or idea.,2024-12-12,not done,c-,unknown
s06436,arabic,stay be mission.,2024-12-09,done,a,no
s08415,science,tend friend especially human.,2024-11-04,not done,a+,yes
s03642,science,positive.,2024-12-09,not done,a,unknown
s04672,geography,indicate why.,2024-11-03,not done,b,unknown
s07611,history,control director.,2025-01-12,not done,a,unknown
s08738,english,movie she.,2024-12-09,not done,b,unknown
s11241,math,my be player.,2024-12-03,not done,c,yes
s04703,science,perform can second.,2024-10-13,done,b,unknown
s03211,geography,let scene.,2024-11-30,not done,b-,yes
s00931,english,floor relationship.,2025-03-06,pending,b,no
s11434,science,firm.,2024-12-09,done,b-,unknown
s02700,geography,nearly open.,2024-12-09,done,a+,unknown
s07475,arabic,close offer.,2025-01-12,done,a,yes
s05740,english,behind security.,2024-10-10,done,c-,yes
s08128,arabic,should quite traditional.,2024-12-09,done,c-,no
s11792,science,thus central develop.,2024-11-28,done,d,unknown
s02907,arabic,old indeed maintain.,2025-02-18,done,c,yes
s07240,english,charge service authority.,2024-12-01,pending,b,unknown
s04458,english,official market painting.,2024-11-13,pending,f,unknown
s10043,science,not affect sea.,2025-03-03,done,c,no
s02978,geography,myself true thing weight.,2024-11-01,done,b,unknown
s10632,geography,film type night.,2024-09-19,not done,a,no
s05313,geography,summer guy knowledge.,2025-02-02,done,d,no
s10702,arabic,receive each development.,2024-10-14,not done,c,unknown
s09699,science,somebody small.,2024-12-09,done,a,unknown
s05896,history,economic final new.,2025-01-28,not done,a,no
s11751,english,center speech hundred.,2024-09-11,done,a,yes
s08392,history,card table.,2024-11-21,not done,b,no
s03533,geography,within student hear.,2025-02-09,pending,c-,unknown
s08089,arabic,onto ok.,2024-12-09,not done,f,yes
s01498,arabic,state.,2024-09-24,done,d,no
s10939,english,much house happy.,2024-12-18,done,c-,yes
s08116,geography,many personal matter.,2024-12-09,done,c-,yes
s05201,math,suggest.,2024-09-21,not done,d,unknown
s02986,math,share official strong.,2025-02-09,done,c,unknown
s09692,english,room leader upon.,2024-11-05,not done,a+,no
s08248,geography,mission art beautiful.,2024-12-28,not done,b,unknown
s00930,science,certain.,2025-02-12,pending,f,no
s07738,science,rather something.,2024-12-09,done,a+,yes
s02761,arabic,weight a.,2025-01-19,done,a+,no
s11804,math,indeed fall.,2024-11-20,done,d,unknown
s03236,arabic,night walk.,2025-01-20,pending,a+,no
s10891,arabic,security pull.,2024-12-16,pending,a+,yes
s08847,science,be statement hotel.,2024-11-01,done,a,yes
s04398,geography,performance other animal such.,2024-09-29,done,b,yes
s11825,arabic,drug ball positive.,2024-12-31,not done,a,unknown
s02093,math,keep focus writer.,2024-11-04,pending,a+,no
s06087,geography,wide interesting soon.,2025-01-27,done,c-,no
s05363,history,together family.,2024-12-29,not done,c-,no
s01307,math,government life many scene.,2024-12-27,not done,b-,unknown
s06246,english,long although cost.,2024-10-11,not done,a+,unknown
s12096,english,moment.,2025-02-12,pending,b,unknown
s09719,history,start newspaper blue.,2024-11-28,done,f,no
s07100,english,campaign pretty.,2024-11-14,not done,b,yes
s04884,science,page ball center.,2024-11-21,done,a,no
s10924,english,theory team song.,2024-12-09,done,a,yes
s09790,math,feel technology.,2024-09-25,done,d,no
s09814,geography,stock work.,2025-02-07,done,c-,no
s07858,english,food agency.,2025-01-29,done,b,unknown
s04641,math,hotel win candidate.,2024-12-31,pending,a+,unknown
s08334,arabic,data safe left.,2024-12-25,pending,f,unknown
s02326,history,democratic none fine.,2024-12-31,done,d,unknown
s06331,geography,machine soon.,2024-12-09,pending,b,no
s10138,history,woman government.,2024-11-17,done,a,no
s10953,geography,country large include.,2024-12-16,not done,b,no
s08572,math,discussion quite.,2024-12-09,pending,b-,yes
s02955,english,peace central after.,2024-09-12,not done,b-,no
s09615,science,data control.,2025-02-16,done,f,no
s09969,geography,without reveal economic.,2024-09-09,done,c-,yes
s00906,geography,think produce.,2024-10-16,not done,b-,unknown
s09028,history,action far.,2025-01-09,pending,a+,unknown
s06849,history,wonder him media.,2025-02-03,pending,b,yes
s09916,math,song american billion.,2024-12-09,done,d,yes
s00449,arabic,get produce.,2024-12-09,done,b-,yes
s09447,arabic,theory some hour want.,2024-12-27,not done,b,no
s11750,geography,member hope total front.,2024-11-08,pending,c,yes
s11663,science,indeed turn every.,2024-12-02,done,f,yes
s01372,math,throughout structure.,2024-10-30,not done,c-,no
s12104,geography,idea feeling analysis.,2024-09-29,done,c,unknown
s01746,math,item guess.,2024-12-09,done,c-,no
s04388,arabic,community single artist.,2025-01-19,done,a+,yes
s00521,english,word cover three.,2024-12-09,done,c,no
s12065,math,in.,2024-12-09,done,b,unknown
s07262,math,administration issue music.,2024-11-18,not done,a,yes
s03513,geography,model generation land.,2024-12-09,done,a,yes
s10457,history,court condition.,2024-10-16,done,d,unknown
s01269,english,trouble radio owner appear.,2024-10-10,done,d,no
s08881,arabic,data yard.,2024-12-31,not done,a+,yes
s05510,history,year over.,2024-11-19,done,c-,no
s01309,history,she space nothing.,2024-11-19,done,b-,no
s04384,math,school task prevent.,2024-10-10,not done,c-,unknown
s05332,math,hot school improve.,2024-12-22,not done,b,unknown
s01778,english,choose.,2024-10-21,done,b,unknown
s04612,history,surface star thought.,2025-01-09,not done,c-,yes
s11476,geography,section industry society.,2024-11-04,pending,a+,no
s07498,english,nature really wear concern.,2024-09-18,done,b-,unknown
s03388,math,include room reach.,2024-10-21,done,c-,unknown
s09594,geography,argue however generation.,2024-10-22,not done,c-,unknown
s01015,history,rise ask nature.,2024-12-09,pending,b-,no
s00014,science,season deal hair.,2024-12-08,done,c-,no
s02680,math,soon generation.,2024-10-18,done,c,yes
s08161,arabic,role where spend natural.,2025-02-11,done,a+,yes
s09366,arabic,use trip impact.,2024-09-13,not done,a+,yes
s05778,science,speak home.,2024-12-02,done,a+,no
s07960,science,interest meeting.,2024-12-01,done,c,yes
s10676,science,travel send.,2025-01-16,done,b,no
s07693,science,have player training.,2024-11-24,not done,a,unknown
s00467,geography,value air situation.,2025-02-05,not done,b-,no
s07077,math,member sister could.,2025-02-16,not done,b-,yes
s07080,english,window require.,2025-02-21,done,f,unknown
s11971,math,stay director detail.,2025-02-24,done,b-,no
s03648,math,opportunity cold.,2025-01-19,pending,c,no
s04549,geography,knowledge player.,2024-12-09,done,b-,no
s03925,science,central throw.,2025-01-01,done,b,no
s06103,english,best everyone.,2024-11-15,done,d,no
s00337,arabic,window strong analysis.,2024-12-09,done,c-,yes
s00715,english,throughout have very.,2025-02-25,done,a,yes
s09214,history,new ability especially.,2025-01-31,done,a,no
s07547,math,charge especially become.,2024-09-08,not done,b,yes
s09126,geography,hear mean.,2024-10-12,not done,a+,no
s00751,history,parent program record.,2024-09-24,not done,c-,no
s01294,science,him bag realize.,2024-12-22,done,b,unknown
s01386,math,enter enough or daughter.,2025-01-21,pending,c-,yes
s10800,math,side.,2024-09-20,done,a,no
s09650,geography,beautiful write force.,2024-12-09,not done,b,yes
s04144,arabic,international.,2024-10-18,done,d,yes
s05196,geography,every operation his.,2024-12-11,pending,a+,unknown
s11801,geography,theory popular still.,2025-03-01,done,a,yes
s07825,geography,prepare strategy.,2025-01-12,pending,f,unknown
s06917,english,seven some realize young.,2024-12-17,not done,c-,yes
s08743,science,both exactly wall.,2024-10-27,done,a,yes
s04339,english,food feel.,2024-12-09,done,c-,unknown
s01538,math,worker specific leave serious.,2024-12-17,pending,c-,yes
s06407,english,fight treatment professor.,2024-12-09,not done,c-,yes
s05690,math,no.,2024-12-09,pending,c-,no
s11521,geography,report debate.,2024-09-10,done,a+,unknown
s08576,english,child color.,2024-11-18,pending,a,yes
s06603,science,ten member.,2025-02-20,done,f,unknown
s04520,geography,remain understand.,2025-01-15,pending,f,yes
s10408,history,traditional state.,2024-12-09,pending,c,no
s05777,arabic,perform low american.,2024-09-08,pending,a+,unknown
s07496,geography,after return.,2024-09-13,not done,c,no
s02977,history,wife.,2024-11-27,done,a+,unknown
s11466,history,lay less.,2024-12-09,done,b,yes
s09037,math,claim would.,2024-12-09,done,b-,yes
s09840,english,hard few state whom.,2024-10-04,done,c,unknown
s04617,arabic,should yourself to.,2025-02-07,done,c,no
s10765,math,myself break energy.,2024-11-30,done,a,yes
s05852,history,contain participant situation.,2024-09-20,done,b,no
s09521,math,support.,2024-12-09,done,a+,unknown
s06679,science,dog television.,2024-11-18,done,b,no
s02176,science,author line.,2024-09-11,done,c-,yes
s09089,arabic,mind father.,2024-10-03,done,c,unknown
s06659,arabic,author agent future.,2024-12-09,not done,a,no
s00870,history,indicate summer feeling.,2024-10-09,done,b,no
s01709,history,door hotel art.,2024-10-22,not done,f,yes
s09791,math,base.,2024-11-14,done,c-,yes
s06399,history,lawyer.,2024-09-09,pending,d,no
s07772,math,body door western.,2024-12-09,done,c-,no
s04685,english,answer.,2024-12-15,pending,d,yes
s01138,arabic,pull.,2024-09-15,done,b,yes
s02350,arabic,whom usually.,2025-02-07,not done,d,unknown
s00244,arabic,serve simply movie.,2024-12-09,pending,d,no
s11241,science,much grow give.,2025-03-03,done,a,unknown
s07826,science,million report reality.,2025-02-14,pending,b,no
s05399,arabic,week establish artist.,2024-11-15,pending,a,unknown
s08103,arabic,teach history floor.,2024-11-08,not done,d,no
s11767,history,light task.,2024-12-09,not done,c,yes
s01805,science,democrat trip window.,2024-12-09,done,c,no
s01760,math,yeah leg.,2024-12-09,not done,d,unknown
s03279,history,make recognize.,2024-11-06,pending,a+,no
s10176,history,news government.,2025-01-09,done,a+,unknown
s09858,geography,little story.,2024-10-22,done,f,no
s06894,geography,teach behavior attorney song.,2024-11-02,pending,a,yes
s08603,math,agree director.,2024-10-30,done,a+,yes
s06028,science,field hard relate step.,2024-10-15,done,b,unknown
s03490,geography,generation cover.,2024-11-25,pending,b,no
s04104,math,try painting worry.,2024-12-19,not done,d,yes
s07009,geography,too measure later.,2024-11-30,done,b-,no
s05028,english,general enjoy.,2025-02-18,done,a+,yes
s06234,history,police contain.,2024-12-09,not done,b-,no
s03607,math,like speak lose.,2025-01-11,pending,b-,unknown
s06655,english,born about author.,2024-12-09,done,c,yes
s05598,arabic,family special.,2024-11-18,done,b-,unknown
s09017,science,measure writer.,2025-03-03,done,b,unknown
s10481,math,reason.,2024-12-16,pending,d,no
s12047,english,anyone lose.,2025-03-06,not done,b,no
s01677,science,or.,2024-12-02,not done,c-,no
s10832,english,particularly character.,2024-10-24,pending,a,yes
s07524,geography,never these school.,2024-10-13,done,a,yes
s07958,english,important unit drug history.,2024-10-23,done,a+,yes
s02022,history,data.,2024-09-16,pending,d,unknown
s01523,science,pattern bank sign.,2025-02-01,not done,a+,no
s01105,english,make town strategy.,2024-12-25,done,d,no
s04866,geography,impact movement ability.,2024-11-01,done,b-,yes
